,b,h,d,d',L,l,a,fck,As,fy,As',fy',carbon,PBO,glass,CFRP,basalt,ff,Af,layer,mesh(long),mesh(lat),type
46,0.047619047619047616,0.0410958904109589,0.03355380387182506,0.0,0.0,0.0,0.0,0.3355481727574751,0.06423059464366769,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7520689655172415,0.04125,0.2,0.4,0.30303030303030304,1.0
47,0.0,0.18356164383561652,0.16946030020234965,0.58,0.2078488372093023,0.20382165605095537,0.23809523809523814,0.0,0.0,0.9702702702702702,0.48982243395409264,1.0,1.0,0.0,0.0,0.0,0.0,0.4901724137931035,0.0378515625,0.1,0.4,0.30303030303030304,0.0
48,0.12280701754385964,0.3150684931506849,0.29630636344417266,0.64,0.5930232558139534,0.5859872611464967,0.5767195767195767,0.10365448504983388,0.06411711302768948,0.8537837837837837,0.2176916414032048,0.9547237076648843,0.0,1.0,0.0,0.0,0.0,1.0,0.0791015625,0.30000000000000004,0.4,0.6060606060606061,0.0
49,0.047619047619047616,0.0,0.0,0.0,0.15697674418604657,0.14012738853503184,0.10052910052910058,0.740531561461794,0.047775760326827024,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8448275862068966,0.0325,0.30000000000000004,0.4,0.30303030303030304,0.0
50,0.24812030075187969,1.0,1.0,1.0,1.0,1.0,1.0,0.9368770764119603,0.06411711302768948,0.8302702702702703,0.3399740147249891,0.9219251336898399,0.0,0.0,0.0,0.0,1.0,0.5310344827586208,0.04140624999999999,0.1,0.6,0.4545454545454546,1.0
51,0.24812030075187969,0.4520547945205479,0.38842076651263935,0.0,0.8837209302325582,0.9363057324840764,0.9735449735449735,0.04983388704318936,1.0,0.6702702702702703,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48275862068965525,0.3796875,0.30000000000000004,0.6,0.9090909090909092,1.0
52,0.12280701754385964,0.3150684931506849,0.29630636344417266,0.64,0.5930232558139534,0.5859872611464967,0.5767195767195767,0.10365448504983388,0.06411711302768948,0.8537837837837837,0.2176916414032048,0.9547237076648843,0.0,1.0,0.0,0.0,0.0,1.0,0.0263671875,0.1,0.4,0.6060606060606061,0.0
53,0.047619047619047616,0.0410958904109589,0.03355380387182506,0.0,0.0,0.0,0.0,0.3355481727574751,0.06423059464366769,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7520689655172415,0.0378125,0.2,0.4,0.30303030303030304,0.0
54,0.047619047619047616,0.0,0.0,0.0,0.15697674418604657,0.14012738853503184,0.10052910052910058,0.740531561461794,0.047775760326827024,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8448275862068966,0.0325,0.30000000000000004,0.4,0.30303030303030304,0.0
55,0.12280701754385964,0.3150684931506849,0.29630636344417266,0.64,0.5930232558139534,0.5859872611464967,0.5767195767195767,0.10365448504983388,0.06411711302768948,0.8537837837837837,0.2176916414032048,0.9547237076648843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.12280701754385964,0.3150684931506849,0.29630636344417266,0.66,0.5930232558139534,0.5859872611464967,0.5767195767195767,0.26013289036544857,0.06411711302768948,0.88,0.2176916414032048,0.9547237076648843,0.0,1.0,0.0,0.0,0.0,1.0,0.052734375,0.2,0.4,0.6060606060606061,0.0
